,Accounts Receivable Turnover,Debt/Equity,Accounts Payable Turnover,Average Payables,Capex to Sales,Inventory Turnover,ROIC,Working Capital,Book value per Share,P/E ratio,Average Receivables,Price to Tangible BV,Average Inventory,P/FCF ratio,Average Common Equity,P/S ratio,Average Assets,Capital Expenditures,Average Days of Payables,EV/Sales,P/B ratio,ROE,Free Cash Flow,Average Days of Receivables,Interest Debt per Share,Capex/Depreciation,Net Profit Margin,Earnings Yield,"Selling, General and Administrative Expense of Revenue",Return on Tangible Assets,Intangible Assets out of Total Assets,Interest Coverage,Days of Inventory on Hand,Net Current Asset Value,Free Cash Flow per Share,Net Debt/EBITDA,EV/FCF,EV/EBIT,ROA,Current Ratio,Free Cash Flow Yield,Asset Turnover,Cash ROIC,Graham Net Nets,EV/Operating CF,Operating CF/Net income,Quick Ratio,Graham Number,Depreciation/Fixed assets,Share Based Compensation of Revenue,Shareholders Equity per Share,Cash per Share,Capex per Share,P/Operating CF,Revenue per Share,EV/EBITDA,Operating CF per Share,Debt/Assets,Research and Development Expense of Revenue,year,ticker
7,34.2316,-1.5944,2.7919,896350.0,0.0,0.0,-0.2518,-3177100.0,-1.9139,0.0,116600.0,0.0,,0.4733,-1420100.0,0.0092,3593250.0,0.0,153.3365,0.6917,0.0,0.5566,89000.0,10.8456,3.0515,0.0,-0.198,-3.3333,0.4713,0.2758,0.7523,0.0,0.0,-4726400.0,0.0973,24.2799,35.7152,0.0,-0.22,0.116,2.1127,1.1108,-0.2009,-129.179,31.0201,-0.1126,0.0516,0.0,1.6196,0.0317,-1.9139,0.0732,0.0,0.5544,4.3636,24.606,0.0973,0.8227,0.0,2015,DTST
8,21.5043,-1.582,2.5289,863150.0,0.0,0.0,-0.5942,-2551400.0,-1.1992,0.0,186600.0,0.0,,0.0,-784600.0,0.0068,4180750.0,0.0,123.9743,0.4077,0.0,0.9514,-132800.0,10.4242,1.8971,0.0,-0.186,-3.3333,0.5797,0.4035,0.6988,0.0,0.0,-4536700.0,-0.1465,8.613,-11.3224,0.0,-0.1786,0.1187,-5.3146,0.9598,-1.1229,-166.8579,-12.3199,0.1779,0.0777,0.0,0.9739,0.0347,-1.1992,0.1218,0.0,-0.2679,4.4276,8.7632,-0.1465,0.4532,0.0,2014,DTST
9,19.8926,-1.9183,2.2959,1099750.0,0.0018,0.0,-1.4368,-3127200.0,-0.5758,0.0,230050.0,0.0,,8.2385,-179650.0,0.0164,4943500.0,-8400.0,142.3773,0.1983,0.0,6.1403,15400.0,20.6256,1.1044,-0.0104,-0.241,-3.3333,0.6254,0.5526,0.6263,0.0,0.0,-4520500.0,0.0185,-189.1591,99.7,0.0,-0.2231,0.1442,0.1214,0.9257,-2.0966,-60.2975,38.1206,-0.0216,0.0948,0.0,0.713,0.1072,-0.5758,0.1053,-0.0101,-0.6268,5.4938,0.0,0.0286,0.2014,0.0,2013,DTST
0,6.4017,0.4751,10.0868,4815050.0,0.0042,2.7177,0.0091,23713200.0,2.9456,0.0,10790850.0,1.2468,17871300.0,0.0,22182850.0,0.3888,39237150.0,-292500.0,40.2377,0.5381,1.212,-0.0156,-1880000.0,58.1279,1.3995,-0.2722,-0.005,-0.014,0.2889,-0.0112,0.0152,0.0,146.086,12798000.0,-0.2499,6.6639,-19.771,78.5991,-0.0088,4.169,-0.07,1.7606,-0.2728,0.4765,-23.4139,4.5736,1.499,0.0,0.1454,0.006,2.9456,0.0287,-0.0389,207.8724,9.1824,24.0175,-0.211,0.2596,0.0141,2022,OCC
1,6.5021,0.3746,12.0109,3568600.0,0.0033,2.5663,-0.0406,21398300.0,2.9266,4.5402,9095000.0,1.3902,16701800.0,15.5793,18732950.0,0.5068,37237150.0,-192800.0,36.4121,0.6453,1.3497,0.3529,1923800.0,65.3048,1.0964,-0.1598,0.1118,0.2203,0.3084,0.2255,0.0171,0.0,138.8376,11855300.0,0.2535,-10.6798,19.835,0.0,0.1775,4.4695,0.0642,1.5881,-0.1891,0.3956,18.0282,0.3202,1.7369,7.5689,0.1525,0.0057,2.9266,0.0174,-0.0254,12.8815,7.7937,0.0,0.279,0.2194,0.0157,2021,OCC
2,6.1243,0.886,9.9008,4160350.0,0.003,2.3407,-0.1207,19056500.0,2.0749,0.0,9025900.0,1.3505,17597700.0,0.0,18249400.0,0.3566,38332350.0,-168500.0,25.3544,0.5986,1.2916,-0.3354,-3721600.0,50.246,1.8384,-0.1181,-0.1107,-0.3134,0.3482,-0.2196,0.0182,0.0,151.524,4024700.0,-0.506,-3.2585,-8.8912,0.0,-0.1597,4.0412,-0.1888,1.4421,-0.4275,0.2042,-9.3128,0.5805,1.2369,0.0,0.162,0.0026,2.0749,0.0191,-0.0229,-17.6424,7.5161,0.0,-0.4831,0.3698,0.0199,2020,OCC
3,6.1125,0.2782,12.1666,4357800.0,0.0077,2.9811,-0.1212,15753000.0,2.8751,0.0,11668550.0,1.0589,17785200.0,0.0,24024850.0,0.3055,41602700.0,-550400.0,37.5838,0.3808,1.026,-0.236,-834200.0,53.438,0.7999,-0.3199,-0.0795,-0.2576,0.3286,-0.2201,0.0164,0.0,124.5743,10512000.0,-0.1129,-1.561,-32.5621,0.0,-0.1363,2.156,-0.0383,1.7144,-0.3718,0.4824,-95.713,0.0501,0.8057,0.0,0.1719,0.0137,2.8751,0.0727,-0.0745,-92.1435,9.6553,0.0,-0.0384,0.1473,0.0168,2019,OCC
4,8.0182,0.3513,20.5098,2923250.0,0.0084,3.5004,0.0302,24019200.0,3.5308,36.5385,10953700.0,1.3779,17128150.0,14.5921,25250150.0,0.4107,41618850.0,-734400.0,19.8233,0.5159,1.3453,0.0423,2471800.0,53.5885,1.2405,-0.404,0.0122,0.0274,0.2975,0.0303,0.0147,0.0,106.3841,14759400.0,0.3255,2.5976,18.3311,26.0362,0.0257,4.4177,0.0685,2.1103,-0.2197,0.4092,14.1323,2.9998,1.8601,3.2137,0.1622,0.0253,3.5308,0.0234,-0.0967,16.6961,11.5664,12.7349,0.4222,0.2186,0.0148,2018,OCC
5,7.1216,0.5222,16.5668,2613350.0,0.0091,2.7225,-0.0234,22906500.0,3.6184,0.0,8999850.0,0.6954,15902750.0,0.0,24227250.0,0.2503,40402500.0,-583900.0,21.8377,0.4294,0.6771,-0.0718,-1271000.0,51.3255,1.8895,-0.3485,-0.0271,-0.1102,0.3428,-0.0495,0.0156,0.0,141.4773,10653700.0,-0.1941,32.0198,-21.6515,0.0,-0.043,6.458,-0.0792,1.5864,-0.3491,0.6642,-40.0509,0.3952,2.3598,0.0,0.1372,0.0123,3.6184,0.1361,-0.0892,66.0078,9.7898,76.7615,-0.105,0.3082,0.0203,2017,OCC
6,6.9214,0.4824,13.2945,3376650.0,0.0105,2.7339,-0.0218,22195800.0,3.8436,0.0,9335700.0,0.7458,16420050.0,7.2766,25326800.0,0.2792,42847300.0,-676200.0,21.4361,0.435,0.7285,-0.0702,2479300.0,50.7659,1.854,-0.3291,-0.0275,-0.1036,0.3213,-0.05,0.0141,0.0,122.1575,10421100.0,0.3848,12.013,11.337,0.0,-0.0415,6.3794,0.1374,1.5081,-0.2654,0.5776,8.9076,-1.7739,2.6335,0.0,0.1534,0.0124,3.8436,0.2916,-0.1049,15.4487,10.0286,33.5456,0.4897,0.2938,0.0201,2016,OCC
7,6.1459,0.5109,10.8364,4777700.0,0.0441,2.9305,-0.0391,23504200.0,4.1746,0.0,11970400.0,0.7701,17667100.0,0.0,28097450.0,0.2655,47533700.0,-3244300.0,29.0242,0.4306,0.7546,-0.1515,-2042000.0,48.0472,2.1329,-1.5624,-0.0578,-0.1492,0.3268,-0.1138,0.0116,0.0,125.6039,10007100.0,-0.3293,-39.7769,-15.5135,0.0,-0.0895,5.165,-0.1045,1.5477,-0.316,0.5123,26.3484,-0.2825,1.908,0.0,0.1493,0.0147,4.1746,0.1747,-0.5231,105.7074,11.863,0.0,0.1939,0.2937,0.0,2015,OCC
8,6.6318,0.3299,12.5209,4353150.0,0.0357,3.049,0.0212,26074900.0,4.4803,51.2222,12512050.0,1.0441,17876200.0,21.8739,29933000.0,0.3758,47726750.0,-2958700.0,36.4194,0.4832,1.0289,0.0229,1425600.0,62.7111,1.4779,-1.4628,0.0082,0.0195,0.3253,0.0175,0.0088,0.0,117.3114,15644300.0,0.2108,2.6551,28.1221,30.0938,0.0143,3.8032,0.0457,1.7386,-0.2109,0.5017,9.1442,6.4079,1.6498,3.0121,0.1542,0.0115,4.4803,0.1611,-0.4374,12.4049,12.267,11.95,0.6482,0.1998,0.0,2014,OCC
9,6.3507,0.3469,13.2326,3729700.0,0.0418,2.6897,0.0123,26986000.0,5.1102,0.0,11851650.0,0.7602,18349150.0,66.9252,29797350.0,0.2951,46588600.0,-3143600.0,24.1673,0.4214,0.7514,-0.0014,331900.0,52.2171,1.7729,-1.5324,-0.0006,-0.0026,0.3321,-0.0011,0.0075,0.0,134.8535,15954800.0,0.0574,3.3723,95.5643,41.3476,-0.0009,6.5941,0.0149,1.6155,-0.2305,0.7183,9.1261,-81.2033,2.3876,0.0,0.1599,0.0129,5.1102,0.1297,-0.5435,10.6077,13.0117,11.2526,0.6008,0.2258,0.0,2013,OCC
0,0.0,0.0,0.0,473050.0,0.1962,0.0,0.0,8785100.0,0.2443,0.0,0.0,7.5037,0.0,0.0,5549600.0,16.4831,13323950.0,-855500.0,0.0,14.0206,7.4928,-3.6167,-7775300.0,0.0,0.0,-0.1127,-4.6034,-0.2787,2.6487,-2.0803,0.0,0.0,0.0,8697900.0,-0.1926,2.5288,-8.082,0.0,-1.5064,3.3066,-0.1052,0.3272,-0.3466,0.1177,-9.0812,0.3448,3.3066,0.0,8.7994,1.1596,0.2443,0.312,-0.0212,-22.8828,0.108,0.0,-0.1714,0.0,1.2352,2022,KNW
1,0.0,0.3476,0.0,456300.0,0.0,0.0,0.0,1220800.0,0.0423,0.0,0.0,0.0,0.0,0.0,-339150.0,0.0,8785800.0,-299500.0,0.0,0.0,0.0,74.7758,-7150200.0,0.0,0.0147,-0.0215,0.0,0.0,0.0,-16.3688,0.0,0.0,0.0,610900.0,-0.2434,-3.401,0.0,0.0,-2.8865,1.1106,0.0,0.0,-0.5153,0.0,0.0,0.2701,1.1106,0.0,42.3851,0.0,0.0423,0.4174,-0.0102,0.0,0.0,0.0,-0.2332,0.0335,0.0,2021,KNW
2,0.0,-0.5281,0.1063,655750.0,0.5751,0.0,0.0,-2049400.0,-0.0879,0.0,0.0,0.0,0.0,0.0,-2608900.0,65.5817,3660850.0,-70100.0,2584.3257,61.0851,0.0,5.1986,-3983900.0,0.0,0.0464,-0.0119,-111.26,-0.2818,39.7408,7.0613,0.0216,0.0,0.0,-2298900.0,-0.1828,3.5717,-11.2084,0.0,-3.7048,0.6771,-0.0831,0.0333,-1.1909,-0.048,-11.4092,0.2886,0.6771,1.108,45.8873,22.5357,-0.0879,0.1972,-0.0032,-38.4229,0.0056,0.0,-0.1796,0.216,16.6833,2020,KNW
3,9.4133,0.0,1.1768,1171300.0,0.0443,13.084,0.0,-3837900.0,-0.1826,0.0,191750.0,0.0,105350.0,0.0,-2955250.0,14.7033,2371250.0,-79900.0,216.6062,13.6505,0.0,2.5759,-3183900.0,12.7396,0.0,-0.0264,-4.2173,-0.2857,2.3167,2.0533,0.104,0.0,1.8801,-3959500.0,-0.1764,0.9588,-7.7387,0.0,-3.2102,0.34,-0.12,0.7612,2.3161,-0.1492,-7.9379,0.4078,0.3377,1.3143,23.223,0.8909,-0.1826,0.1053,-0.0044,-22.0317,0.1,0.0,-0.1719,0.0,0.6969,2019,KNW
4,8.4894,0.0,1.8901,1842100.0,0.0226,16.2128,0.0,-3231800.0,-0.3021,0.0,506900.0,0.0,214750.0,0.0,-3287000.0,8.0026,1645650.0,-97300.0,159.8297,7.7856,0.0,0.9911,-1214400.0,27.1844,0.0,-0.1601,-0.757,-0.1128,0.583,1.0637,0.2129,0.0,21.3442,-3231800.0,-0.1407,0.5663,-27.6892,0.0,-1.9795,0.3139,-0.0351,2.615,0.7688,-0.0938,-29.9918,0.3429,0.2664,0.0,3.5901,0.1698,-0.3021,0.1083,-0.0113,-125.3647,0.4986,0.0,-0.1294,0.0,0.1326,2018,KNW
5,6.4892,0.0,1.8955,2092650.0,-0.0008,15.2239,0.0,-4099100.0,-1.0301,0.0,751150.0,0.0,260550.0,0.0,-3387450.0,0.1578,1909600.0,3900.0,198.7228,0.1367,0.0,1.1517,-1260400.0,51.915,0.0,0.0032,-0.8003,-7.65,0.6336,0.9837,0.0,0.0,20.7869,-4099100.0,-0.3278,0.0511,-0.5287,0.0,-2.0429,0.2039,-1.639,2.5526,0.3623,-5.3304,-0.5271,0.3241,0.1547,0.0,9.1884,0.1212,-1.0301,0.0268,0.001,-1.6801,1.2677,0.0,-0.3288,0.0,0.0163,2017,KNW
6,8.4317,0.0,2.1802,2309700.0,0.0028,19.6324,0.0,-4127300.0,-1.9661,0.0,714400.0,0.0,256500.0,0.0,-4094800.0,0.1755,2545750.0,-16900.0,146.8277,0.1444,0.0,0.4265,-2763200.0,49.0213,0.0,-0.0353,-0.2899,-6.6216,0.557,0.4546,0.3905,0.0,21.3968,-4127300.0,-1.9337,0.085,-0.3148,0.0,-0.686,0.2413,-2.6131,2.3661,1.1566,-3.903,-0.3167,1.5725,0.1833,14.7274,1.6755,0.0732,-1.9661,0.1318,-0.0118,-1.1895,4.2153,0.0,-1.9218,0.0,0.0541,2016,KNW
7,8.5887,0.0,2.1552,2447300.0,-0.0034,16.7279,0.0,-6891300.0,-4.7511,3.7966,732450.0,0.0,315300.0,0.0,-4393450.0,1.0077,2840800.0,21500.0,179.4931,0.9947,0.0,0.5988,-218400.0,35.9616,0.0,0.0609,-0.4182,0.2634,0.4743,0.4032,0.4639,0.0,15.0725,-6891300.0,-0.1929,0.0416,-28.6516,0.0,-0.9261,0.1209,-0.0345,2.2144,0.1145,-1.0871,-26.0838,0.0912,0.0896,0.0,0.9642,0.0323,-4.7511,0.0727,0.019,-70.4356,5.5572,0.0,-0.2119,0.0,0.0577,2015,KNW
8,8.4844,0.0,2.8681,2334050.0,-0.0037,13.209,0.0,-5276200.0,-3.0736,0.0,940950.0,0.0,506800.0,0.0,-3083250.0,1.667,3925050.0,29300.0,125.4543,1.6582,0.0,0.3299,-1350100.0,38.6379,0.0,0.07,-0.1274,-0.1244,0.3983,0.2107,0.4394,0.0,22.5075,-5276200.0,-1.2174,0.0328,-9.8053,0.0,-0.2592,0.2041,-0.1015,2.034,0.5472,-0.3965,-9.5971,1.3559,0.1381,0.0,0.9354,0.0295,-3.0736,0.0635,0.0264,-27.8468,7.1987,0.0,-1.2438,0.0,0.084,2014,KNW
0,3.227,0.5312,0.3782,2688450.0,1.3785,0.6067,-0.7308,14200500.0,1.3783,0.0,658750.0,17.3381,1675650.0,0.0,85227850.0,30.6022,107691900.0,-2930400.0,1064.7359,30.6989,1.1173,-0.8594,-40893500.0,17.9083,0.7322,-0.1053,-34.4538,-1.1234,12.7364,-4.2335,0.5554,0.0,780.117,-3920300.0,-0.9681,-0.0277,-1.5958,0.0,-0.6801,1.6574,-0.6286,0.0197,-0.3453,-0.0603,-1.719,0.5183,1.3832,0.0,8.9741,2.7554,1.3783,0.7049,-0.0694,-5.5298,0.0503,0.0,-0.8987,0.3158,11.3106,2022,ONDS
1,4.611,0.0076,0.7578,2389650.0,0.3536,1.5542,-0.1554,40032400.0,3.2835,0.0,630400.0,5.4561,1165200.0,0.0,63658200.0,78.9055,72975200.0,-1027800.0,485.9747,65.1563,2.0436,-0.236,-17923200.0,152.3387,0.0249,-0.5308,-5.1685,-0.0671,4.5648,-0.3659,0.5977,0.0,237.4949,39450600.0,-0.5244,2.492,-10.5649,0.0,-0.2059,9.6577,-0.0782,0.0398,-0.1165,0.172,-11.2096,1.1246,9.0894,0.0,1.8762,1.1193,3.2835,1.1941,-0.0301,-43.5067,0.085,0.0,-0.4943,0.0072,1.9955,2021,ONDS
2,63.826,0.5321,0.5271,2345200.0,0.0183,1.5651,0.0,15404200.0,0.7384,0.0,33900.0,12.9619,789800.0,0.0,1326700.0,88.0867,16387650.0,-39700.0,699.2905,79.7515,12.6358,-10.159,-7574000.0,8.0298,0.3929,-0.0358,-6.2291,-0.0675,4.0971,-0.8658,0.0133,0.0,340.1962,14461300.0,-0.3708,1.7319,-22.7653,0.0,-0.8224,2.2338,-0.0398,0.132,-0.1565,0.0759,-22.903,0.559,2.0911,0.0,6.8075,2.1613,0.7384,1.2757,-0.0019,-71.6731,0.1059,0.0,-0.3688,0.2815,1.6576,2020,ONDS
3,12.664,-0.8959,0.0461,1717050.0,1.0986,0.204,0.0,-12758800.0,-0.7058,0.0,25300.0,0.0,387700.0,0.0,-13657500.0,61.4751,3462500.0,-352000.0,10715.5879,66.7649,0.0,1.4197,-15016400.0,23.0119,0.6323,-0.721,-60.5184,-0.1041,31.8252,1.5504,0.0765,0.0,1972.6612,-13392400.0,-0.8527,-0.6036,-15.9712,0.0,-5.6,0.2056,-0.068,0.0925,-17.3651,-0.1209,-16.0802,0.7563,0.1353,0.0,1.9358,2.9279,-0.7058,0.1223,-0.02,-57.6045,0.0182,0.0,-0.8327,2.612,16.9051,2019,ONDS
4,6.0995,-0.0202,0.0413,953850.0,3.1458,0.1512,0.0,-15204600.0,-0.5218,0.0,31150.0,0.0,260600.0,0.0,-11403300.0,61.4751,1689550.0,-597700.0,10300.5964,66.7649,0.0,1.0608,-9115000.0,58.4,0.0105,-0.6708,-63.6679,-0.1041,28.9984,0.8228,0.02,0.0,3222.9315,-15504600.0,-0.3195,0.11,-15.9712,0.0,-7.1598,0.1184,-0.068,0.1125,0.6703,-0.1209,-16.0802,0.7041,0.0673,0.0,1.7745,0.0,-0.5218,0.0396,-0.021,-57.6045,0.0067,0.0,-0.2986,0.1127,16.1921,2018,ONDS
5,16.2849,-0.3603,0.1986,401900.0,0.0,0.913,0.0,-5157300.0,-0.4893,0.0,16850.0,0.0,87400.0,0.0,-3988300.0,61.4751,361650.0,0.0,3639.9373,66.7649,0.0,0.7578,-2630500.0,42.4326,0.1763,0.0,-11.0138,-0.1041,5.781,0.5875,0.0,0.0,792.6629,-7934600.0,-0.1625,-1.0546,-15.9712,0.0,-8.3567,0.1202,-0.068,0.7587,0.5732,-0.1209,-16.0802,0.8704,0.0832,0.0,9.3101,0.0044,-0.4893,0.0282,0.0,-57.6045,0.0169,0.0,-0.1625,3.9777,3.6538,2017,ONDS
6,4.5833,-0.958,2.48,5000.0,0.0,5.6364,0.0,-54800.0,-0.0183,0.0,1200.0,0.0,2200.0,0.0,-37550.0,61.4751,6850.0,0.0,235.4839,66.7649,0.0,0.9214,-29000.0,119.4545,0.0175,0.0,-6.2909,-0.1041,5.0364,0.6314,0.0,0.0,44.1532,-54800.0,-0.0097,-1.448,-15.9712,0.0,-5.0511,0.0942,-0.068,0.8029,-290.0,-0.1209,-16.0802,0.8382,0.0694,0.0,0.0,0.0,-0.0183,0.0008,0.0,-57.6045,0.0018,0.0,-0.0097,9.2105,0.0,2016,ONDS
7,0.0,-1.2956,1.08,5000.0,0.0,2.4545,-15.4688,-20300.0,-0.0068,0.0,0.0,0.0,2200.0,0.0,-37550.0,61.4751,6850.0,0.0,135.1852,66.7649,0.0,0.5273,-20600.0,0.0,0.0088,0.0,-5.0769,-0.1041,4.6923,0.9754,0.0,0.0,196.0185,-20300.0,-0.0069,-1.0657,-15.9712,0.0,-2.8905,0.2827,-0.068,0.5693,-1.8393,-0.1209,-16.0802,1.0404,0.1837,0.0,0.0,0.0,-0.0068,0.0017,0.0,-57.6045,0.0013,0.0,-0.0069,3.2875,0.0,2015,ONDS
0,,0.0,,,,,0.0,-3002500.0,-0.5385,,,,,,-12404600.0,,141760350.0,,0.0,,,-0.6729,-761100.0,,0.0,,0.0,,0.0,-2.78,0.0,0.0,,-7639200.0,-0.1103,0.0761,,,0.0589,0.0706,,0.0,0.218,,,-0.0912,0.0695,,,,-0.5385,0.0325,0.0,,0.0,,-0.1103,0.0,,2022,CXAI
1,,0.0,,,,,0.0,-234500.0,-3.0571,,,,,,-25697700.0,,279806150.0,,0.0,,,-0.3583,-595300.0,,0.0,,0.0,,0.0,-39.2661,0.0,0.0,,-299929800.0,-0.0863,0.2711,,,0.0329,0.6944,,0.0,0.0288,,,-0.0647,0.5293,,,,-3.0571,0.0589,0.0,,0.0,,-0.0863,0.0,,2021,CXAI
2,,0.0,,,,,0.0,1263400.0,-5.2056,,,,,,253062350.0,,140121700.0,,0.0,,,-0.0161,-514700.0,,0.0,,0.0,,0.0,-3.2329,0.0,0.0,,-309069300.0,-0.0884,4.0309,,,-0.0291,6.951,,0.0,0.0176,,,0.126,4.7998,,,,-5.2056,0.1751,0.0,,0.0,,-0.0884,0.0,,2020,CXAI
3,,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,2017,CXAI
0,7.892,0.2125,5.1105,1693000.0,0.0026,0.0,-0.6827,-1740000.0,4.2131,0.0,2379500.0,0.0,,0.0,18749000.0,0.4374,26512500.0,-49000.0,91.4187,0.3831,0.6171,-0.7014,-8100000.0,49.5633,0.8954,-0.024,-0.7003,-1.0615,1.0091,7.98,0.6845,0.0,0.0,-2660000.0,-2.5638,0.0897,-0.2711,0.0,-0.496,0.7862,-3.2298,0.7083,-0.4074,-0.3238,-0.2819,0.6122,0.7862,0.0,22.2065,0.0894,4.2131,1.2186,-0.0155,-1.0203,5.9439,0.0,-2.5483,0.1265,0.2148,2022,ALAR
1,5.4817,0.0233,6.8922,746500.0,0.0267,0.0,-0.624,6499000.0,8.9231,0.0,1875500.0,3.1161,,0.0,20201500.0,1.8719,26813500.0,-274000.0,86.4791,0.9819,0.7957,-0.6497,-9380000.0,78.4248,0.2082,-0.1535,-1.2766,-0.405,1.4941,-1.9832,0.5876,0.0,0.0,5457000.0,-3.4605,0.6918,-0.4333,0.0,-0.4895,2.198,-1.2105,0.3834,-0.2677,0.2836,-0.4525,0.6938,2.198,0.0,15.0,0.2292,8.9231,3.5841,-0.1011,-2.1135,3.7929,0.0,-3.3594,0.0184,0.4641,2021,ALAR
2,3.63,0.0409,9.7808,255500.0,0.0289,0.0,-1.2081,7825000.0,585.4152,0.0,1346000.0,0.0593,,0.0,9496500.0,0.0805,20405000.0,-141000.0,40.02,-2.0386,0.0243,-0.8261,-6753000.0,115.1924,23.9403,-0.1034,-1.6056,-0.2868,1.7217,-0.9844,0.4174,0.0,0.0,5802000.0,-243.7906,1.0387,0.5073,0.879,-0.3845,2.6529,-49.9161,0.2395,-0.2422,14.7506,0.5104,0.8428,2.6529,0.0,9.4653,0.1519,585.4152,397.7256,-5.0903,-0.0595,176.3899,0.879,-238.7004,0.0289,0.4507,2020,ALAR
3,2.9387,2.693,11.1118,170000.0,0.014,0.0,-1.0397,-7986000.0,81.6765,0.0,1117500.0,0.0,,0.0,3243500.0,0.3137,12102500.0,-46000.0,45.7941,1.2603,0.371,-4.0074,-6779000.0,127.8167,219.9541,-0.041,-3.958,-11.33,2.296,1.6837,0.6438,0.0,0.0,-9540000.0,-199.3824,-0.3586,-0.1978,0.0,-1.074,0.4087,-20.3096,0.2713,-0.4785,-9.2603,-0.1989,0.518,0.4087,0.0,4.218,0.1864,81.6765,128.5294,-1.3529,-0.153,96.5882,0.0,-198.0294,0.4193,0.7567,2019,ALAR
4,1.5497,0.0,5.6299,140500.0,0.2401,0.0,0.0,2579000.0,21.0198,0.0,946000.0,43.8482,,0.0,3425500.0,71.515,6147500.0,-352000.0,47.5284,68.9495,28.259,-3.431,-9088000.0,270.1398,0.0,-1.0292,-8.0171,-2.2896,5.0935,-4.3178,0.2071,0.0,0.0,2248000.0,-51.4901,0.4311,-5.4576,0.0,-1.9118,2.1083,-0.1767,0.2385,-1.179,0.0214,-5.5157,0.7433,2.1083,0.0,2.3916,0.2599,21.0198,21.6487,-1.9943,-12.001,8.3059,0.0,-49.4958,0.0,1.6467,2018,ALAR
5,2.0718,0.0,5.2523,111000.0,0.1068,0.0,0.0,2843000.0,1365.6522,0.0,529000.0,9.9245,,0.0,2156500.0,16.7883,4577000.0,-117000.0,111.4408,13.552,5.858,-2.4637,-5462000.0,268.7546,0.0,-0.4209,-4.8476,-0.0971,5.6578,-1.7663,0.2171,0.0,0.0,1628000.0,-2374.7826,0.514,-2.6893,0.0,-1.1608,2.8097,-0.3002,0.2395,-0.8165,0.0885,-2.7475,1.006,2.8097,0.0,1.6848,1.2026,1365.6522,1568.2609,-50.8696,-3.4036,476.5217,0.0,-2323.913,0.0,1.4672,2017,ALAR
6,1.593,0.0538,4.6106,111048.9914,0.0463,0.0,0.0,652000.0,837.1429,0.0,529188.7608,25.5411,,0.0,2157253.6023,0.0,4578413.5447,-39000.0,31.3672,0.0,25.5411,-4.1358,-3356000.0,108.6773,45.0,-0.1393,-10.5836,-0.0971,5.949,-12.3573,0.4766,0.0,0.0,-449000.0,-2397.1429,0.1828,0.0,0.0,-1.9487,1.6834,0.0,0.1841,-1.3077,0.0538,0.0,0.3718,1.6834,0.0,4.0,2.1566,837.1429,967.8571,-27.8571,45.3374,602.1429,0.0,-2369.2857,0.0195,1.2871,2016,ALAR
0,8.2032,1.4084,4.2426,85556550.0,0.0105,2.1984,0.0956,68157800.0,11.2176,0.0,50521400.0,0.2091,165110100.0,0.0,78212500.0,0.0337,281129250.0,-4334200.0,75.5775,0.2631,0.205,-0.2631,-17591000.0,46.1617,15.7985,-0.6652,-0.0496,-1.4739,0.0639,-0.1979,0.0049,0.0,166.4755,19930200.0,-2.898,3.0209,-6.1986,4.3689,-0.0732,1.4475,-1.26,1.4742,-0.2976,1.4276,-8.2251,0.6443,0.3495,0.0,0.1821,0.0008,11.2176,0.1349,-0.714,0.6736,68.2761,3.4645,-2.184,0.357,0.0,2023,SGMA
1,9.4266,0.7913,4.2106,79304950.0,0.0125,2.5418,0.0739,86442900.0,18.3076,2.9009,40132750.0,0.3746,131371800.0,0.0,74441550.0,0.0858,243902350.0,-4740100.0,104.8827,0.264,0.3676,0.1325,-19121800.0,46.9172,14.4862,-0.771,0.0261,0.3447,0.0687,0.0807,0.0056,0.0,179.9886,13646800.0,-3.9631,2.7445,-5.2228,5.4249,0.0404,1.6524,-0.5889,1.5511,-0.3121,0.4203,-6.9442,-1.458,0.3859,30.9137,0.1718,0.002,18.3076,0.5178,-0.9824,-5.4958,78.4076,4.0668,-2.9807,0.238,0.0,2022,SGMA
2,8.4138,0.7238,4.2687,59213750.0,0.0171,2.7288,0.021,56238600.0,14.2268,13.8108,33007550.0,0.3714,92629000.0,6.4889,59712450.0,0.0783,185126200.0,-4747300.0,90.4773,0.2235,0.3592,0.0258,3351600.0,41.5793,10.2976,-0.8188,0.0055,0.0724,0.0776,0.017,0.0103,0.0,141.6275,7929600.0,0.7875,4.3881,18.5181,18.3094,0.0083,1.6592,0.1541,1.5002,-0.2418,0.3646,7.6634,5.2556,0.412,10.8829,0.1696,0.0005,14.2268,0.8245,-1.1154,5.2064,65.2535,6.7552,1.9029,0.2257,0.0,2021,SGMA
